"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"Z6",0.00182027869531661,-0.00495444302911458,-0.0259107275388343,-0.00781986869046035,-0.0166227276371977,-0.0354869230380127,-0.0125496758647826,-0.0183693574003673,-0.0264028947470755,-0.00955480386187892,0.0060668053633121,-0.0297687128067278,0.0219264055593917,-0.00418317289959444,0.0176072102474854,-0.0895376374625152
"Z7",-0.00631212269333244,0.00615621422780724,0.0060244596101506,-0.00446742655466897,-0.00198870105201924,0.0124238087398252,0.0025941131819773,-0.00377732472904963,-0.00690376787847699,-0.00172228099676549,-0.012974454818122,0.0165038533582334,-0.00559188306551545,-0.00156418407914944,-0.0189828864857366,0.0714847042724062
"Z8",-0.100355391177411,-0.0746311907384199,-0.177919755484831,-0.150631310257045,-0.200468591766426,-0.163206038002567,-0.198840408997695,-0.156491689563929,-0.269938668199574,-0.31444481615423,-0.234235496206999,-0.248402690202325,-0.216664013639468,-0.158338743161638,-0.0855520696690807,-0.0522298968869689
"Z9",0.0476382365928948,0.0373876459869151,0.0769079734011873,0.0797938592899221,0.0579670739231834,0.0553495423880138,0.0597400331324244,0.0400145886535348,0.019916824849653,0.00757303582373923,0.0153487839116064,0.0134263045780291,0.0313777020488954,-0.0722685064051404,0.0775203954408022,0.0842511340244659
"Z1",0.00258397361531297,0.0187796459216422,-0.0059960629721157,-0.0243898232740712,-0.0130115377859104,0.0376896519658056,0.0112069662920303,-0.041838821618584,-0.0119325438352215,-0.00182630318811512,-0.0200643467488695,-0.0158438977133845,-0.0273177554936244,-0.0114442805820189,-0.0862287577034054,0.116704375036722
"Z2",-0.00255923951104211,-0.0120115509420912,0.00102646104769701,0.027061525525312,0.0356176552982365,0.0256366125098386,0.00752463796434404,0.0457890284308292,0.0284333688222882,0.0402346546195513,0.040418357043328,-0.0244231575502021,-0.00932429804268916,0.0209286207477965,0.0493058723896737,-0.0102748036175126
"Z3",0.000323764707531074,0.00246235376262843,0.000510297676927164,-0.00358326409726211,-0.00496137124823755,-0.00342527395006794,-0.00333824514399974,-0.0101282236270898,-0.0102091597309156,-0.0124566260942399,-0.011104239559765,0.00413347546163954,-0.000879860369026157,-0.00574708614102408,-0.00841366245907222,0.00313920881996598
"Z4",0.00324349752758641,-0.0104368015888229,-0.0424479987190396,-0.0276616905547699,-0.0345914326004931,-0.0795578204042383,-0.0345322778516047,-0.030962320894416,-0.0719197636010455,-0.0220145868982591,-0.0086962868202165,-0.0663445082671184,0.0350053244324643,0.00573052295604812,0.0599140997868311,-0.150072204876267
"Z5",-0.00259531467621209,-0.0229648517552869,-0.011055502179506,-0.00499889057888323,-0.0297464869344061,-0.000573902913008861,-0.0127602684425217,-0.0156974440997719,-0.0226626968972542,0.0409099857199219,-0.0428190490190188,0.0461459015343846,0.00457119038927285,0.00715884093032047,0.0344641721774027,0.0261088172763793
"Z6",-0.000620074957726306,0.0011024132326103,0.00931387466692319,0.00537156429544252,0.00688927668524498,0.0145822399754504,0.00505995225298719,0.0055461693977217,0.0124374362372568,0.00694220222902925,0.00148328698173115,0.0147864663054228,-0.00710222620086081,0.00208707309465788,-0.0117406436274282,0.0296902691821913
"Z7",-6.0756611559332e-05,-0.00213833146035213,-0.000869785777005308,0.0022448738285021,0.00105403521619708,-0.00520088162240964,0.000489134840396777,0.00564439776541911,0.0042129688047721,0.0028193971241787,0.00631215656119224,-0.00228329271826828,0.00495032310202794,0.00188767840205265,0.0119988023114707,-0.0172630499287123
"Z8",-0.00810559096137093,-0.00554295679502905,0.0305773123488658,0.015464833955891,0.028516975740704,0.0169176402689548,0.0119263888632154,0.000400907269581402,0.0360535159463971,0.0631602010818222,0.0272796481717989,0.00941863151632085,-0.000132838541058771,-0.00820102695326684,-0.00331365787475747,-0.0404323055835913
"Z9",-0.000953611262517783,0.00837604125522991,-0.00969039837630667,-0.0148663165569754,-0.00506087621640776,-0.00754030571082884,-0.0160778563506067,-0.012998631790264,5.11479705349985e-06,0.00598535816305141,0.00459042106925363,0.0026567886255973,0.000444561227550621,0.0375291300952566,-0.0153215495728016,-0.00203252753416196
"q_2",-0.0569017368333355,-0.0535032623267268,-0.0567148098108404,-0.0651051647004807,-0.0670492774935673,-0.0704704149584543,-0.0697075811060413,-0.0777058716197962,-0.0933242734640382,-0.097723713025351,-0.0841590128216308,-0.0827817442971563,-0.0999783950986519,-0.109144040901004,-0.11310225302163,-0.0853928652571905
"q_3",-0.00121423750801009,-0.0045945622940258,-0.00485896508981747,-0.00273492384325401,-0.00366435740815975,-0.00196226141995549,0.000988409255449985,-0.000357797970974729,-0.0112453560233913,-0.0122994816358134,-0.0223490900273547,-0.0329896538708898,-0.0300505492370733,-0.0218950592955747,-0.00691797517385591,0.00779013153499597
"q_4",-0.000715122719560231,0.000318213748439414,-0.00117564197358797,-0.0114569004706678,-0.0139595899513681,-0.010534344070298,-0.0108566007505637,-0.0225973228186558,-0.0232528894502259,-0.0201939485489228,-0.0399714911734829,-0.0351157993381987,-0.036589176673357,-0.0192600932728782,0.000209585144042491,0.00945691111172454
"q_5",0.000184779875895982,0.00421643281978351,0.0111377703324021,0.0158318206167045,0.0120734906344953,0.0150184119985941,0.0157173535886811,0.00913784562942483,0.015317977744254,0.020108640364186,0.0207690331954434,0.0343376376415755,0.0348501027926139,0.0333099647756938,0.0253809891249128,0.0210791195328712
"q_6",-0.00355340152108531,0.000370062807419482,0.00622576987172094,0.0051134196285548,0.00458184826193214,0.00513476946031259,0.000404330376801098,0.00366820726827112,0.00540609981979852,0.00331633937354763,0.00245079375789776,0.00396410218523933,0.00280450333102248,-0.000120824624693515,-0.000641997524078707,0.00177228485859429
"q_7",-0.00705033974495184,-0.00726118677741268,-0.00785516525192766,-0.00821809820181477,-0.00683533932373392,-0.00568915819741761,-0.0070347565973207,-0.0112347214956419,-0.0235457802822583,-0.0185083422868427,-0.0209065011785829,-0.0176640019334603,-0.0158382721050254,-0.00744791744762329,-0.0189200927796805,-0.00289453924896745
"q_8",0.006043861051717,0.0142514978484429,0.0102368541655156,0.0128012473877512,0.0144675146461965,0.0201804628931021,0.0201479323291553,0.0257618092520258,0.0341411888591816,0.033988815981329,0.0354621287480769,0.0388414682674598,0.0322293338125561,0.0341722802955356,0.0327738580227988,0.0334272635423908
"q_9",0.00830954938035746,0.000178447848131181,0.00384640097969779,0.00141363959427085,-0.00413728353947082,-0.00882460332095052,-0.000820067054943336,0.00219769674076427,-0.0182545961665622,-0.0146879228485469,-0.0147966082533557,-0.00533750925831147,-0.0187228792318162,-0.0205532799372364,-0.0413568179226556,-0.0213045561829835
"q_10",0.00214363706986274,0.00414667472429799,0.00537240463586392,0.00317364443040784,0.00790083046755813,0.0076158322328449,0.0104148907249472,0.0167553891030831,0.0234248942353428,0.0190991052330342,0.0234081030483979,0.0190481623283241,0.0142315974478368,0.0205724480292723,0.0283718574483873,0.0246650922287738
"q_11",0.015453345084266,0.0362277307087619,0.0453687545171002,0.0531079533198941,0.0498776468604848,0.0342172675859163,0.0434381324276904,0.0504788869050786,0.0584730609047083,0.0471754111417312,0.0597587189168237,0.0595697459994981,0.0570583978804578,0.0470696030059571,0.0538404800092433,-0.00202532309015989
"q_2",0.0105670228239436,0.00492038145977072,0.00743014601702716,0.0132247485229507,0.015353213052095,0.0174371550058729,0.0160314706104312,0.022778495520943,0.0254959194044308,0.032126899756997,0.0186386517627363,0.0167459901207101,0.0243320734845788,0.030131276044931,0.0273404665655681,0.00777232824760729
"q_3",0.000514064042716259,-0.00103734135740648,-0.000892880010371424,-0.000774334134217422,-0.000904730841344638,-0.00184079214474331,-0.00301565439573716,-0.00166089631459497,0.00202588047622171,0.00194411193451012,0.0066477378244522,0.00778328785052139,0.00598465230469293,0.000846726457844735,-0.00301862044922155,-0.0110510992370299
"q_4",0.00440661909772396,0.000919106257309768,0.00227682664813607,0.0102349427171076,0.0135107658826832,0.0111984977431283,0.0107309620126907,0.0164467826752572,0.0138053825789257,0.00844681947080735,0.0260990414591965,0.0124520619532549,0.0167157403740819,0.00888440675844712,0.00948785661786992,0.00202900086585976
"q_5",0.00114655416301814,-0.000102370969441668,-0.00579746800142894,-0.0099570120760298,-0.00678299465471745,-0.0119877648317677,-0.0126671324304868,-0.00828852098488396,-0.0106472009830538,-0.00993436952062816,-0.00692928508326695,-0.0131056592970132,-0.0184915597211465,-0.0163828404530642,-0.0124611783333731,-0.00638072768889356
"q_6",0.00217887960560793,0.00221893807544248,-0.000520863142912676,0.000131014191092288,-0.000552397853891603,-0.00123978252281651,0.000652160720182419,0.00017954429267798,-0.00169314963395248,-0.000823992930972065,0.000620886081909117,0.000570290330030165,0.00199811551888318,0.0036671375043497,0.00201503520606242,-0.00027423312137911
"q_7",0.00344003222746936,0.0024488622386216,0.00116050626466259,0.00112844098534382,0.000337997769099271,-0.000614646931386628,9.71287516520731e-05,0.000752572063010503,0.00855819732099677,0.00726842496001244,0.0100959643361498,0.00638722872864002,0.00454205741860214,0.000188484648375925,0.00501664511907258,-0.00471238681790365
"q_8",0.00243666987611627,-0.00305835800936635,-0.000642090905495774,-0.00201170246702968,-0.004900551351703,-0.00955420825516075,-0.0101543934974753,-0.016347563627787,-0.0213077210707429,-0.0219159797130451,-0.0185360672241521,-0.0178772226440245,-0.0131927712566663,-0.0127954044378164,-0.0136264494089221,-0.0178371323955182
"q_9",-0.00353355176860171,-0.00198148026026264,-0.00452502332156322,-0.00253262880309945,0.00385434086901063,0.00191636864105205,-0.00213831560193905,-0.00213412122984409,0.00967426468222345,0.0065767000442649,0.0069812053167584,-0.00159327300413539,0.0116540721337222,0.0162497802942142,0.0244942888046298,0.00454018299008593
"q_10",-0.0027738924616246,-0.00324140413909725,-0.00387503433842291,-0.00157336516072606,-0.00475009525275358,-0.00406693160307488,-0.0048888210885513,-0.00727028951672577,-0.00937275129552345,-0.00727995027375207,-0.00992901314916453,-0.00885615719112008,-0.00453933170371083,-0.00659417371141847,-0.0119178959129362,-0.00632173602581781
"q_11",-0.00362770473815808,-0.00378868320527381,-0.0076532960941762,-0.0143511552926083,-0.0117729351596637,-0.000934791952583421,-0.00772198562971213,-0.00941352795676026,-0.0105849612750656,-0.00561667740716696,-0.0156315771915831,-0.00757418076194438,-0.00309937419603115,0.00328198780696886,0.00640353534496929,0.0476120846444067
"q_2",-0.00824133513128085,-0.00802766965656775,-0.0097256656644403,-0.010637701251591,-0.015504299760715,-0.0235077455506555,-0.0176320830068997,-0.0224076965374559,-0.012713843636527,-0.0243645216071251,-0.0145351138732745,-0.0193294940391061,-0.0158631860566033,-0.0145465714306783,-0.00529396362012238,-0.0160093016580647
"q_3",-0.00390976459016982,-0.00204988967223266,-0.000659205625476534,-0.00223807703128844,-0.00251329850146612,-0.005398827656934,-0.00625411108082456,-0.00510232105534216,-0.0054156513989377,-0.00209584418056211,-0.00687703316902701,0.00158928302801043,0.00108009345350865,0.00293454005429669,0.000460384433249856,0.0129020487256989
"q_4",0.014067300745754,0.0171387901797755,0.0151609152431605,0.0104533778042995,0.00802308417877238,0.0127832147147377,0.0163451885573718,0.016520175024817,0.0230823004153793,0.0358357488498739,0.029018882888997,0.0413127430050114,0.0411569649674622,0.0432590305719174,0.0166837948062842,0.0278542048164729
"q_5",0.001072893060629,0.0012765143261876,0.00490376223413129,0.00970153555956538,0.00875000854318983,0.014848517292737,0.0149212472476608,0.0137958349308961,0.0118992234265485,0.0066041860648538,0.000327145537093022,-0.00550616440343743,-0.00221118620925145,0.000325732888947588,8.0183833354842e-05,-0.00462579244527225
"q_6",-0.00700223684903239,-0.00848751745478229,-0.0087280802760527,-0.0110531463936237,-0.0109084050680827,-0.0101576764873333,-0.0101699109055735,-0.0130958328848762,-0.0106207383899995,-0.0105082734924732,-0.0119715792400664,-0.0137110302069614,-0.0143991160447403,-0.0161888539392084,-0.0132681851046193,-0.0101642530835175
"q_7",-0.0045712671347473,-0.00412831371766632,-0.0026194576985246,-0.00163994495697206,-0.00289282328690401,-0.00259025911172971,-0.00222211873403283,2.77781618792539e-05,-0.00185496592010624,-0.00459901204094292,-0.0049849639960942,-0.00326083357272918,-0.000948183122854859,-0.000410855775750809,-0.00290988175243739,-0.00948579985809188
"q_8",-0.000374724987734249,-0.00160749982376378,-0.000136106570135315,0.000867329948180176,0.00283401020644434,0.0094718044222603,0.00985577188195736,0.0117813061560647,0.0102248834069937,0.0134006818350105,0.0100130319129005,0.00546348839764379,0.00566156058494341,0.00207856504535241,-0.000761542403875712,0.00229284665878553
"q_9",0.00692210350456519,0.00320716500249688,0.00567797168116663,0.00438035893575735,-0.00310644838412406,0.00514747451145575,0.0080511208706397,0.00458262089595123,0.000798359331065498,0.00338557042921338,0.00455520788615043,0.00684635164954059,-0.00389561587981999,-0.00941247976162883,-0.00678488808700312,0.00811007811021273
"q_10",0.00123476503175414,0.000140019924230466,3.87077130197095e-05,-0.0014590544687158,-0.000402901743499661,-0.000324876221568629,0.000497156490250874,-0.0032931879848822,-0.00585136647835797,-0.00721362720548203,-0.00544758276607709,-0.00153145178104627,-0.00615882511983985,-0.00678644226984886,-0.00277655686292316,-2.37156841479615e-05
"q_11",0.00126313666029023,0.00393001219742203,0.00496969922485889,0.00915063421499157,0.0101321206933257,0.00699896192852215,0.00577142000851779,0.00685353395047642,0.00291151321736243,0.00134319455711364,0.00898574150753911,-0.00188956071117673,-0.00899251751993311,-0.00690314693731386,-0.0113085402156636,-0.0219657263483728
"q_2",0.000835724267978122,0.00093738232874258,0.00109092849268226,0.00115524539641984,0.00183556974331709,0.00390088483776459,0.00311097631348753,0.00413686841960853,0.00234229381834192,0.00489077844629015,0.00259122531445338,0.00252614761985184,0.00186782168010328,0.00160993521744744,-0.000702154769394694,0.00174576058465096
"q_3",0.00112667733923031,0.000713821824427,0.000227947721957385,0.000751313352295061,0.000818775006214104,0.00110543342169324,0.0013849135221939,0.000772486786062913,0.000671790071802595,-0.000138191961390362,0.000680316846655172,-0.000892333104702525,-0.000795602888161929,-0.00145020289126437,-0.000546171574842442,-0.00283655435945652
"q_4",-0.00254136354575395,-0.00288312420781469,-0.00234733123240002,-0.00161069107249857,-0.000957234067037547,-0.00175201715852098,-0.00242096136300668,-0.00224472036966361,-0.00302662057518053,-0.00511716546932824,-0.00384932303043051,-0.00667187807500586,-0.00644330720627995,-0.00713183770701229,-0.00153281134660445,-0.00385345244745057
"q_5",-0.000175208458466279,-0.000130452440972083,-0.000802115885338162,-0.00164949316361081,-0.00122697047243795,-0.00244591508171078,-0.00250909322609261,-0.00221368141554016,-0.00183474317779114,-0.000997939765122718,0.000430947199631298,0.00165836233573542,0.0010059225545373,0.000374047987039896,0.000658423153346435,0.00168027036739121
"q_6",0.00105515486542117,0.00134992357794384,0.00134656397535655,0.00178464579336565,0.00174616778927064,0.00152815805439307,0.0015143081690142,0.00190533096189989,0.00133037194134084,0.0012971725731043,0.00161106232756473,0.00206355689280834,0.00226142004008468,0.00265259890294173,0.00197690502061512,0.00143361295346894
"q_7",0.000695879017087361,0.00060610948883355,0.000243642521973167,0.00010664199530892,0.000331620888580208,0.000282362686579358,0.000341395373105287,-0.000136236625752317,0.000295667982092574,0.000854282015415358,0.00102906854764852,0.000627415640420339,0.000272908019120206,5.85088779349362e-05,0.000441041635081919,0.00151158558375927
"q_8",0.000485472229106319,0.000803077931222175,0.00066211138016376,0.000357186350423632,9.14978665664876e-05,-0.00144146393881615,-0.00154659874287951,-0.00214125969834261,-0.00177015952879659,-0.00262579034276381,-0.00168278585016892,-0.000682556567973086,-0.00055866370915862,0.000269735684416559,0.000766984767612262,0.00015159647039492
"q_9",-0.00152184834966842,-0.00072080606517245,-0.00122645634174877,-0.00123997905585111,0.000170355794970874,-0.00151356047219384,-0.00214583491773837,-0.00180382392309723,-0.000648681287038601,-0.00151578543993806,-0.0016606374878733,-0.00187318583222155,0.000209597957931389,0.00201267924352099,0.00100058425526058,-0.00327260139876677
"q_10",-0.000159501510777116,0.000128897718315868,0.000122692843806986,0.000222442012608656,0.00024193818528885,2.13189056945689e-05,-0.000269861165776458,0.000546549882052591,0.00110673889333513,0.00126091815909217,0.000726209106313082,-0.00032650717769941,0.000673442865576788,0.00069797463898035,-8.40193044719406e-05,-0.000276812654845292
"q_11",-0.000438496648968158,-0.000808031897134781,-0.000869665029552468,-0.00146333262979921,-0.00155468228160792,-0.0011745564490386,-0.00165889723188009,-0.00163733679999322,-0.000857838977929319,-0.000709862366598228,-0.00221007448579083,0.000332039100679442,0.00175282659056998,0.00120980052236924,0.00213715807646709,0.00468714199049968
"q_2",0.0162310337898284,0.0189702369251787,0.0189531089931469,0.0113240693893242,0.00895714065467838,0.0194623286914733,0.0159526003338017,0.00949259179710349,0.00263762354233804,-0.00138784741376211,-0.00132718128398855,-0.00139881761252847,-0.016461131471899,-0.0208416248401025,-0.033709713368327,-0.0109012997350323
"q_3",-0.00103758047409017,-0.00388538755739526,-0.00202234979733383,0.00236396843704451,0.00496245631219334,0.00829530736646417,0.0120820175955527,0.0110878350833306,0.0117886656517014,0.00507460318582197,0.00716973094276412,0.00549841878965586,0.0096268855204131,0.0171611881266471,0.0249681707163077,0.0195341726225581
"q_4",-0.0171984279024943,-0.0160237726242335,-0.0152113477120273,-0.0196675576276298,-0.0190003537314227,-0.0222576091648514,-0.0235322828963625,-0.0281286111090508,-0.0276239299582428,-0.0316815687138244,-0.049724725029157,-0.0288929537167031,-0.0351801034893041,-0.0228149424980783,-0.0135582480220159,-0.026907383508235
"q_5",-0.00455461850306312,-0.00479269382806888,-0.000231113445555176,-0.00440556832914924,-0.00708328314400276,-0.0054338115772222,-0.00606220785352707,-0.00605220225159103,-0.000320999038508885,-0.00243705742468717,-0.000765939305263162,0.00754626935433037,0.00528732781279586,0.00183591208082271,-0.00557400273216799,-0.0119612828570703
"q_6",0.000324540301983143,-0.00130809333553361,-0.00061307207829087,0.000848636894900499,0.00270235395627842,0.00267799137610187,0.00209588463254469,0.00234959843971153,0.00435166948296825,0.0035164734524174,0.00326056441044546,0.00279200506463082,0.000419256230642273,-0.000598955257225228,-0.000540109643764109,0.00261467116382646
"q_7",-0.000168537487061204,-0.00240622475207048,-6.18805977777491e-05,0.00227390384764123,0.00436930054511842,0.00605305641294142,0.00490881342073161,0.00388470584990241,0.000205405900958564,-0.000560479707282559,-0.00353073722675705,0.000712428602418236,-0.00357994008206712,-0.00266064708179823,-0.00250683888735619,0.0150083989099323
"q_8",-0.0122596227074539,-0.0128074770112237,-0.0160912064621783,-0.0178071312993258,-0.0158964321799114,-0.0168099094297443,-0.0162679049257507,-0.00326991080932712,0.00252156239721144,0.00158422986099069,-0.00199759774262838,0.00120184214299559,-0.00716189785023286,-0.00370059897118982,0.0059500409957061,0.0143016086551215
"q_9",-0.00402517043537168,-0.00572879108751387,0.000782868738506305,0.00175381675544555,0.000829658638755529,0.00196740618681006,-0.0012262351553472,-0.00109512878096046,-0.00468554255001834,-0.00653489679612181,-0.00816444899096763,0.00285969200753656,-0.0139918249788827,-0.0135595494151657,-0.0184948539614714,-0.0142237633089185
"q_10",0.00510359541667333,0.00627231445070247,0.00769052638300541,0.00337753373731161,0.00550594245138646,0.00371030922600146,0.00393357529230724,0.00771471541323192,0.00844964238472717,0.00769846426616164,0.00578449603147078,-0.00040384853228755,0.00182557027718216,-0.00230587804815129,0.00146814267699374,-0.00825127828189264
"q_11",-0.000484924544419229,-0.00508479685910904,-0.011034851462012,-0.00579078334884638,-0.00564289633609012,-0.0161308475111263,-0.00580733968443941,-0.00357372769399712,-0.00946511909017538,-0.0024294271122897,0.00144607604083895,0.000915795421539465,-0.000932484206597254,-0.00243523566830348,-0.00733546853310022,-0.040850496124472
"q_2",-0.000103659326695389,-0.00108846940241524,-0.00190923180495949,-0.00447974689750343,-0.00410176862063215,-0.00311749554867157,-0.000291519711441448,1.28199213888263e-05,-0.000441611145595459,-0.00325194048163019,-0.00519645503038853,-0.00746428980296206,-0.0103508798120352,-0.0113067710826679,-0.0168337315758396,-0.0130711154414522
"q_3",-0.00113417060789382,-0.000907362128534446,-0.001446000171306,-0.00182702915360909,-0.00193100406537129,-0.00113069634775055,-0.00119749186104855,-0.00227552746609873,-7.11644175956748e-05,0.00106426257042891,0.00322727908093687,-3.72018736831308e-05,0.00158439359636156,0.00316415385212551,0.00533554557355642,0.00228364120693521
"q_4",-0.00156026634367314,-0.00111956680601788,-0.00111071062465527,0.00204444095485055,0.00222693400344307,0.00179286433940523,0.000444469674321595,0.00891385843392949,0.00975246892732391,0.00662248743378685,0.0117167585300145,0.0108576273015687,0.00609337639942049,0.00358450659752532,0.00471638287716402,0.00657578919556447
"q_5",-0.000632374276720985,-0.00170094636295185,-0.0018477188093084,-0.00219451581244464,-0.00287509535015542,0.000990567582084052,0.00232486850792342,0.00234632392578084,0.00291182956427758,0.00600988843676883,0.00941691812838501,0.010174005171339,0.0103428947251759,0.00824175336298619,0.0100973839226379,0.0130427685568612
"q_6",-0.00048583615633967,-0.00164223368585173,-0.00121028720079927,-0.00182075454848376,-0.00117871445379609,-0.00161927615488425,-0.00181305371847425,-0.00170823404716194,-0.00201551632292953,-0.00403255161177095,-0.00298427235900355,-0.00434274879999694,-0.00474884732783894,-0.00378132530895251,-0.00585305847208308,-0.00658883685536404
"q_7",-0.00163408948408907,-0.0013102719579069,-0.000737984108404106,-0.000990451252747535,-0.000219458031046134,-0.000347145994193389,-0.000165223718824015,0.00112781076467352,0.00233805405466449,-0.000178781764141107,0.00237051085802921,-0.000502684536445598,0.000912053387271347,0.000688463372241742,0.00046206065812082,-0.000748736572109284
"q_8",-0.00167364007596286,-0.00103575989137061,-0.00151066998736472,-0.00250192141854066,-0.00203899138125662,-0.00386826549423558,-0.00110618663948315,0.000610985950400552,-0.000865804399930097,-0.0037823064043239,-0.00222007153551107,-0.00523635070552884,-0.00614559325003078,-0.00826820921304001,-0.0116266278698641,-0.0108388929221671
"q_9",-0.00295810815884022,-0.000589385028930362,-0.0013674700910373,-0.00259988480740626,-0.00111318101083747,-0.00417070391972167,-0.00529677094867325,-0.00340553671699651,-0.00190501194933725,-0.00586400754096308,-0.00914317299423356,-0.0121570699683545,-0.0175086277090778,-0.0168540324321275,-0.0222533127425121,-0.0238043428754266
"q_10",0.001570515281611,0.000505776011471009,0.000736830579066475,0.00153005607721738,0.000641432879811243,0.000913084486283531,-0.00150056360251052,-0.00145896435520878,-0.00183209331180814,-0.00117744857597349,-0.0039460332871383,-0.00225761953808088,-0.000390593066679934,0.00130573473921215,-0.00249262046810017,-0.00084405843104471
"q_11",-0.00351663007238516,-0.00934560749559657,-0.00621825682879416,-0.0036032696413515,-0.00671594944267356,-0.000278625960725853,-0.00104141461556182,-0.00510756068301388,-0.00781000609902024,-0.000753677700037337,-0.0100582109599253,-0.00388920812268245,-0.00500662645903181,-0.00456134985321016,-0.00202892064832676,-0.00871371759059738
"q_2",-0.00412577785594553,-0.00479950744502089,-0.00492086320437122,-0.00309313772846959,-0.00266382202372887,-0.00416625105120968,-0.00345333275158082,-0.00207435354866164,-0.000854303903042956,-9.79240894962843e-05,-0.000114770110957605,0.000503430284634708,0.00388600047607278,0.00463246602253928,0.0067408683218641,0.00216791686450427
"q_3",-4.77518825349148e-05,0.000841668254448315,0.000347213441751695,-0.000147986624047756,-0.000699299647619871,-0.00106436548600871,-0.0017252301042714,-0.0013583376960963,-0.0014383027707395,7.39044097779074e-05,-0.000328478604564982,-0.000231753088960408,-0.000929815378206414,-0.00316506922932941,-0.00432547701545442,-0.00294483272408463
"q_4",0.00317524461628376,0.00296327677691694,0.00272343170227394,0.00360027274326372,0.00333564179241041,0.00448886124509393,0.00457810438514915,0.00576340739057006,0.0059256048083069,0.00677872848966576,0.0107509680838274,0.00640091552903642,0.00779443297445218,0.00592038861862749,0.0041539680767598,0.00632454259870358
"q_5",0.00124206648270708,0.00141533690265672,0.000633598285033027,0.00143062718759533,0.00205792902480891,0.00181732900020614,0.00190235167619608,0.00172596508657579,0.000647778018809058,0.0010590121652593,0.00100502451052687,-0.000667722323756087,-8.21283923052729e-05,-5.0008300365667e-05,0.00136858664457195,0.0026180026183913
"q_6",2.53920233506977e-05,0.000407799160956718,0.000149003196120432,-0.000112035589266704,-0.000441319426873837,-0.000557600057036732,-0.000326939600290902,-0.000528440926655411,-0.000754136847713964,-0.000836472258230073,-0.000672823112797971,-0.000627633967289524,-0.000135451309855358,0.000159773259487905,0.000146018520610624,-0.000714610869502604
"q_7",4.90062076441245e-05,0.000452843150863369,-9.4289699776267e-05,-0.000441770542467498,-0.000765874424050273,-0.00112927258457398,-0.000801349014051286,-0.000669266407570309,0.0001317852875858,0.000192721531465974,0.000930936211178895,0.000221242361642242,0.0010317651391479,0.000805806871053555,0.000863211264278763,-0.00280290206214821
"q_8",0.00221453810833932,0.00246309193091153,0.00302606136666864,0.00322968168186033,0.00277618477569072,0.002633723721982,0.00272011060852734,3.64583405846894e-05,-0.000909975524224463,-0.000840400986672179,6.98048020603815e-05,-0.00096374546176139,0.000681830498893574,1.37655569511169e-05,-0.0015030899313654,-0.00338681245119148
"q_9",0.000972921342975287,0.00105221096093403,-2.98283310374051e-05,-8.80029104668604e-05,-7.25887680047532e-05,-0.000352809197232355,0.000688042184220068,2.800482593631e-05,0.000597026530100203,0.000904686052994743,0.000978284089822549,-0.00133575865237984,0.00176028198955044,0.00166999783831929,0.00242419574392148,0.0014070983358028
"q_10",-0.00109315614699834,-0.00139114215886031,-0.0016633801473486,-0.000924191236339873,-0.00119475426639128,-0.000928312225173016,-0.000983295419659141,-0.00175985772826224,-0.00183778254182324,-0.00170423449703977,-0.00110981602470918,-1.25400826941777e-05,-0.000515893156455256,0.000610551411287143,0.000125136434647783,0.00200744203783044
"q_11",2.47723232132932e-05,0.000549703403514578,0.00201950824640387,0.000627821579225487,0.000773773363557106,0.0025732053842515,0.000263497723297285,4.81066543692362e-05,0.000720825105902135,-0.00044661213809556,-0.00129597795352672,-0.00138915255203908,-0.000694894079623474,-0.000943998776307622,0.000477927915541552,0.00660617623299226
"q_2",-0.000180004107654935,0.000461826008877983,0.000257466406207637,-0.00053000168049573,-0.000853254976681309,-0.001604427319872,-0.00153148208598776,-0.00262989605533212,-0.00263198788097007,-0.00391753180422602,-0.00171440389413745,-0.00111615091153279,-0.00222234048768698,-0.00282630728735174,-0.00203219464302223,0.000128367299077223
"q_3",-0.000196251058239811,-0.00012184925244496,0.000168256114986938,-6.50682113378552e-05,8.73102648947717e-07,0.000177163572797266,0.000252680854827168,0.000207540476478948,-9.76784253499246e-05,-8.05505485900284e-06,-0.000548713936486439,-0.000234555062378539,-0.00013682099037891,0.000852258895135617,0.000903651688188306,0.0019505546127064
"q_4",-0.000333908799536912,-9.12714922860398e-05,-0.000436485555164347,-0.00144695603960247,-0.00202573379941637,-0.00188081237657707,-0.00165563112922399,-0.00251235871400932,-0.00225619211257103,-0.00133484471570056,-0.00415084291515765,-0.00127565459030613,-0.00214967687103469,-0.000968425764027075,-0.00212510463719349,-0.000896940652556361
"q_5",-0.000298479668809766,-0.000291110356103192,0.000492847221100891,0.00106384511170614,0.000524655969646334,0.00137875495376639,0.00148337676749626,0.00099534686628114,0.00123283114230548,0.00103012984978171,0.000184671622473785,0.00071072380018373,0.00161534740798904,0.00156700996315641,0.000928386756387103,-0.000144635579874887
"q_6",-0.00037581219872347,-0.000569953216775355,-0.000234188786064151,-0.000369276023336474,-0.000258969038552668,-8.8694203142669e-05,-0.000365500755633153,-0.000284429304033462,3.83368785346199e-05,3.1805099101069e-06,-0.000339063458663069,-0.000424278389946617,-0.000736273717721773,-0.000987584170259168,-0.000637692354957131,-0.000297062612578789
