"","estado","municipio","latitud","longitud","tortilla","pan_blanco","pan_dulce","pollo_entero","pollo_piezas","huevo","bistec_res","molida_res","visceras_res","chorizo","jamon","salchichas","tocino","leche_pasteurizada","leche_en_polvo","leche_maternizada","leche_condensada","queso_fresco","queso_oaxaca","queso_amarillo","crema_de_leche","mantequilla","manzana","platanos","aguacate","papaya","naranja","limon","melon","uvas","pera","guayaba","sandia","pina","jitomate","papa","cebolla","tomate_verde","col","lechuga","calabacita","zanahoria","chile_serrano","nopales","chayote","chile_poblano","pepino","ejotes","chicharo","frijol","jugos_nectares","refrescos_envasados","agua_embotellada","antibioticos","cardiovasculares","analgesicos","nutricionales","diabetes_no_incluida","gastrointestinales","antigripales","antiinflamatorios_no_incluida","alergias_no_incluida","medicinas_tos","medicinas_piel","autobus_foraneo","transporte_aereo","materiales","index_ciudad"
"11",11,11,0.357491912215335,-1.76210380516679,7.67299668426082,1.61680116132432,3.10807192297324,15.7562974835242,20.3195540269481,10.0403467464965,65.3991081725162,51.2958115936541,18.1282116321819,61.9978212180457,68.108999118611,34.0317708135626,79.3457620404588,8.83900900463592,72.0159571750029,178.853550265972,23.8471400354629,45.8265396834842,71.4026456773395,47.4577022278248,25.5065854322378,69.4533557515848,25.90884304322,6.00324301238918,19.5247043226407,9.21735761894931,5.91811038337598,6.68938389613274,8.89980127069716,33.524420509424,23.4327884343996,9.53297203963761,5.8435922090156,10.8068815606484,15.9690010938608,11.3077162354882,7.52508892490018,9.81791425746371,4.91847091437075,6.32374831847668,10.0109613492191,6.23147913258565,17.2953758013287,12.4237472804557,6.97052582270376,11.6078380201798,9.24012457464491,14.9796971261302,16.1846959191578,13.4210028695662,14.7374791542889,7.77177889124103,3.97072364473962,106.834918922478,253.555564296958,35.8440084791956,94.7232099751274,0,184.460619162359,26.5901728013054,0,0,77.9117639101985,77.2924908965229,233.47900750185,1674.04234216099,82.0884645260098,11011
"12",17,7,0.330192053773879,-1.73196293886432,7.50479639862106,1.04714125178571,3.02090349453038,21.7339412624837,28.1164538783692,11.1289144832693,67.2614458343324,59.0626772322845,18.6726412308426,43.8326912377988,77.6876113575992,37.9654114211835,86.4673669497516,8.76514397192426,81.3169685266881,165.83641169278,22.1115215590373,52.6930141705343,65.1437162720376,52.2399033865014,30.4010918433794,53.7851782794919,29.1590638141865,6.15404659579024,21.3464914130707,7.07821563702927,5.0748364147142,6.57928217859922,14.0094290049524,31.1470448319708,21.4370596196968,9.38116098470305,6.51202039862525,7.11010588321223,16.008144964041,10.2734223340942,10.0671213837334,11.6159471989987,4.23593256256424,5.44619900901116,8.79184164802019,5.97734790940352,17.263912487496,12.6576401497255,5.25611519345728,11.5391561268158,11.1316926048417,15.4370147455518,20.0030098423159,13.4220193911528,12.8231112843934,9.48636311300614,4.5837000623053,146.078551788561,224.035116338648,36.400965413564,115.348459667664,0,152.275431241894,30.5704515529552,0,0,112.862363387126,85.2023389389041,222.917877499326,2884.4011994003,82.9015134480038,17007
"13",25,6,0.432701058449502,-1.87444968045993,8.45368997969599,1.76782840825,3.25418846743998,22.6590052494384,28.6199935623523,13.4834954024021,62.6117175971725,57.8544118888423,18.5540633420294,39.452290227,93.0634007173298,31.8585806295291,92.3759782371062,9.21970535618987,72.5024570016761,177.584537760956,23.6779383681275,59.2429359069115,67.2154035178462,51.8949239484596,29.4599135181606,56.9430010629803,22.0093004146283,4.59300735850901,25.6005624971196,9.55850535087757,6.22978860325501,6.6518303804578,8.19809867787064,29.0248577242682,22.1255284901976,14.844701160212,4.48834117499235,7.60764143556105,13.7642931274496,10.9906935082464,7.37018782236353,14.1947509577753,4.34060774706532,5.58078138908399,9.33562702247808,6.79164065580298,13.8589225798792,9.00520115357968,7.75729303924222,14.6209845824354,7.17434847283424,13.6296838422082,19.438960324786,12.8143844782687,11.7574787634321,8.79019288468384,4.98254772028794,143.209482521258,190.97596116741,38.1862968603161,105.219182409416,0,145.339704231461,28.5538609872505,0,0,129.563609448763,85.5074127957152,197.772469623382,1802.18719852417,82.1252930672313,25006
"14",10,5,0.419276567735934,-1.82656463162534,6.63959522164083,1.32509414671317,3.03471753035959,26.4184644759805,29.542194293524,11.6125335172803,59.0358199403668,50.2616710358569,17.4501623469788,43.2781307750968,70.8451300691643,26.8146142501869,86.3886834215114,9.48216810914466,72.0199270215756,186.153362376238,24.8204483168317,48.5249021679038,66.2804905799213,64.5759960775595,29.468431661226,77.7610805154573,22.4894249607186,6.10464172765695,20.2696887554668,10.2308310780608,5.66970824401407,7.59466826922978,7.49361119611924,26.9147935920794,18.952154476686,11.2927685950898,4.05601878258607,9.13467836560076,14.0933987198002,10.7885827082762,8.72790327467655,13.0781055825228,3.66746035198046,4.71530616683202,13.5179426340435,5.71591264593949,13.1194896117075,7.87856157480664,9.05292177156002,11.9452575469428,8.91212899892027,14.2598642733346,16.5290837473319,10.9586084585149,11.7937517753178,8.735011723704,4.62806303930372,151.999619514157,233.686771780632,42.4676892444603,138.338412956186,0,152.724497533432,28.3550081669818,0,0,113.224406580235,76.4006262031376,266.672677478179,1587.94889110077,84.0789223056696,10005
"15",32,10,0.404489750500878,-1.79537656829527,7.05196000521411,1.799997811,2.99576180347803,26.3782585760008,30.7104511506076,11.9989399178142,62.0021997480098,47.6800289992869,15.714060326488,47.9187675980423,79.0478475031703,26.4155340403102,84.6758206147446,8.48400102139119,89.1555979324167,194.595843726232,25.946112496831,56.31920777726,77.6558208131,55.3907566812966,29.915064084468,57.0871827146451,21.5342468265283,6.39936445975592,22.3713538235269,9.59179194848971,4.43728247352116,6.3864861190666,8.63578208481329,27.736222812422,21.398085901584,10.6404405525214,3.33793726247044,11.3418479317317,10.8665790746608,13.7314918534106,6.53191029720458,10.9260228836963,3.96240431336595,5.09451983147051,6.54586963606825,5.38930969407676,13.7922844223022,10.0887568630316,7.38317965596022,11.7213160804418,8.96372551010659,15.1536496795301,16.268276244872,14.5798620939707,10.95849822879,9.5076411438928,4.88973086587133,164.105918849646,267.42068457,49.207849221125,111.023590463118,0,123.165308856253,29.3553729087735,0,0,117.381015067047,88.4886299947702,260.3347771883,1838.44373444833,84.9115751669202,32010
"16",14,39,0.360871063553276,-1.80366203371758,7.5697115303593,1.6932686522981,3.0869176754255,23.5260057235726,27.8759548129816,10.9452890871542,64.3860900094139,52.579854422987,22.4058158567823,44.1100363310201,79.4171168110869,30.4296763864416,95.4503223014567,9.2840363445759,81.7205208422599,183.153705035902,24.4204940047869,64.2969065520002,77.2289192868046,61.8806834305339,31.4932453150968,59.3629640642661,24.627282147358,7.14605757392013,32.5069771458354,8.25732691377279,6.17134749173935,5.21176538822462,10.1338199861331,22.7627302892466,23.207282318332,10.1667249320673,5.6280672707491,9.70492369549269,15.9205145085077,12.0192131168936,6.23303644555193,9.79608511366199,4.71264111305997,6.05911000250567,7.14779683358428,5.70758875850995,19.0073314817509,10.8653938391664,7.81407395216447,12.7898438438038,5.53116484092081,14.1812216941053,19.2753853467608,13.7046926618023,11.9556251740995,9.7699712888996,4.80511009755079,137.088108494843,210.515023478971,36.270005973518,119.40919743007,0,122.251667973475,26.1818582414414,0,0,100.530774307658,86.9334537254688,211.948921414129,1877.74223715561,80.0911952115964,14039
"17",26,30,0.507871419802498,-1.93651552772165,9.0660841421612,2.24805235263212,3.82148057735007,21.4644846263954,26.8995886842709,14.3007104961318,66.3439707931196,57.3293275327253,13.8534051520963,53.1195732104369,81.4033853563741,29.4241214432394,84.2737472080845,9.73325756223437,77.4200953192628,194.79184629396,25.972246172528,60.5884260745961,81.5672211003867,53.1382695496946,23.2880685816686,51.7758198489481,22.4287926905069,7.10461646258773,21.8817921006494,12.6541628342019,6.71506392967467,7.52103695674897,8.404189074607,31.4121122655252,18.2577555732067,16.6938602897059,5.58466967331996,7.74847107720312,14.6236410158171,8.59648699977259,7.91754739412039,14.6556574773504,6.31981450678369,8.12547579443618,10.0501328106581,6.3431992342492,17.3269835356366,10.1844780571368,8.62804875542198,11.4922409821311,8.9828345452373,15.1762262673581,19.7603915025263,13.2033730901275,13.119764806545,7.91808863143772,4.9725203606114,133.93320983454,192.360858293706,48.2569193162611,122.497859656351,0,133.768894570612,30.1646232149891,0,0,106.436287195466,97.3685826698043,319.338283340117,2750.66390371306,79.367810374345,26030
"18",26,33,0.468228205078779,-1.91361777659322,8.95302725013191,1.8498061416,2.6994545992,19.8726242936863,25.7002462455613,12.5225428968581,65.9318596381194,56.5820770415568,15.6966572524536,47.2922094483336,85.0317828903302,29.481414884778,103.817736876932,9.42365564882931,85.3118892805691,194.211569688104,25.8948759584139,53.6798560433656,63.565013320888,53.4533653407034,30.033564776771,68.0612629432998,23.7130556831722,7.09861187863603,25.7803240847363,10.5099006956985,6.68581862485097,6.25408084463833,8.23495488076601,22.0374650190446,23.0229843676507,15.7036028656291,3.36041029140176,13.2557743801443,16.2968294704103,10.9364828890498,7.01358723846657,17.3185224542449,4.41518209632333,5.67666269527286,9.59278022339199,7.17945770063202,10.9333191386839,6.32485116001383,11.4368799493679,9.90914002891924,7.65571588858118,16.2277697912378,22.4748043,22.8033480039513,9.21427890533728,8.70079618819744,5.22126889366724,95.4347351375119,186.161150477531,41.2018483673977,97.1889895679023,0,82.6897673635814,23.0214919397115,0,0,84.9409626518074,73.9970217409726,230.682371041864,2071.30524592676,75.9295817906676,26033
"19",12,35,0.320175803102764,-1.73734921884205,8.20811150225914,1.4452347815,3.1237329221472,25.3199656326492,34.5787344148551,9.17851426005296,66.3826226984689,57.3237746245043,31.2949577381495,84.9920324111918,73.551597549512,38.7858142178885,118.226499481606,9.11792948330767,61.9796668957228,175.161102691015,23.3548136921353,50.9524199552519,64.9858811739471,61.7435038990848,33.0887059179697,63.8543373619615,19.5496032876235,5.87700492209158,41.2342842038661,11.0310218267806,9.67104717738401,9.65592061850936,16.3082939001502,34.8761814525582,18.975343857543,7.97508784447823,6.00236793336698,6.1807614874209,14.1117095538554,8.3417866924115,10.0141721931872,10.9988743361657,6.17735098353247,7.94230840739889,11.4989650494146,8.40205001956515,14.7286332890959,16.1607133442309,7.99563082421909,8.675997693358,4.44072905709294,12.8401460306384,16.2839222595841,18.5889366167116,13.1452533199363,8.85796409691526,4.5425815832773,124.568827020109,255.04315918701,46.6254473037689,118.355149721805,0,126.091601600969,31.1489270136388,0,0,111.430998388232,136.341731850781,209.79618566895,1506.17771787671,78.1980716385958,12035
"20",16,43,0.348290148586661,-1.78552030654616,7.55053686664528,1.795300237,2.49441691969027,25.0680520461359,32.9638236026538,10.1332992077008,58.3217616772593,47.3493550033086,16.2511967440137,48.037974152,75.0704402579447,27.3967805941427,92.4679501679328,9.24350610142768,69.7799951530442,183.194463707094,24.4259284942792,50.9996940753425,65.6776934276231,57.7715633871522,26.5248132296817,68.1890890385763,24.8656425551021,5.03567846108699,18.324914335181,7.52719823343416,4.69070006453768,8.31446551070892,10.6149979679322,23.1768887245264,25.0954117999327,9.32297657678484,6.39848611045292,7.47450814470744,16.1101484098734,13.2044542314814,11.9058198587322,14.2041582785354,5.43517406096683,6.98808093552878,13.0945856170273,6.28215480138568,19.6749287448265,7.16957017341784,6.03364166975666,11.0088121280831,5.31378367056226,11.6485995416883,15.8913319117163,13.8457033179592,10.3391219970898,9.55745459951499,4.39342866113814,183.73617133668,223.538804552798,33.5106779391895,135.328741147864,0,142.363867939067,19.443827693696,0,0,110.97941562565,90.4257512257572,235.54150305995,2348.66682875692,79.6886811255075,16043
"21",8,36,0.473507826066062,-1.83125762825241,8.11110857745756,1.50361441679391,1.95145574761942,18.2999827625524,21.7973149934039,13.0999463157052,72.4861015831646,58.6970616355266,16.2644514894425,76.7782727347525,77.6044621783901,33.6989389725,86.9664652255739,9.36295842588748,60.5686412007676,172.969998373394,23.0626664497859,75.8329934144944,58.548694174078,85.6230149907571,25.2188857562437,78.4282746259881,19.7964996414487,5.81353686949004,15.5002151348341,11.9776533361818,5.76042098686069,8.52718468717675,14.2790741488225,27.0641867968006,18.41288003542,10.2372792320907,4.68713242999051,8.61871308842307,15.0150637619929,10.5574162551419,7.87990496679437,15.9106490637553,5.01190573759601,6.44387880548059,9.4061383850384,6.58817250240362,10.7269570750703,10.5018067351903,9.79146338841315,8.56447492242192,8.45904613335572,17.8467193593315,22.2402083716149,14.7668765444435,12.9205724098289,8.95244185298655,5.47696841802073,169.305366001714,300.515077670485,44.4753853592682,130.985437300191,0,146.676885750788,32.6756755963877,0,0,106.635310203593,122.399020400576,190.69540047315,1677.39878513332,87.1951055345891,8036
"22",3,3,0.421361266487135,-1.9252872417036,8.30737423006917,1.50989831370107,2.76526758302248,26.3451189000154,26.8490855918774,10.9852815079179,64.1411473237432,57.007548013267,17.0744356653857,51.2806142921634,88.8064683898314,32.6713377149568,96.418868261704,10.3280150203543,70.95603302952,181.022806876879,24.1363742502506,56.3361069893743,71.6955290360556,72.3429425164032,25.7275502783278,53.190169967916,24.1763063898818,9.11929247980021,18.0865744090205,11.1062701964812,6.04588003147192,7.97410218352032,7.91374921704302,31.9319112385145,17.6605501794591,20.7209029944572,3.2072535474038,11.1441240120829,16.4519580139697,13.5527267100504,7.55916602136047,17.0771090389345,4.93788623328778,6.34871087137001,10.2335596904097,7.51948379209795,13.5664890588584,12.0591038293268,9.6699870570276,11.5915229632834,9.09614553583765,14.3008508254888,20.6441409971705,14.4970393692748,12.6478477191696,8.83236834808806,5.72796379771234,174.819182275873,189.197217197586,44.5066464009829,121.372267375259,0,127.582159450508,31.4418687466722,0,0,108.908080687143,99.5204051474671,208.012605290472,1183.09773520649,82.9142567350284,3003
"23",11,20,0.368608689845606,-1.77466048047716,6.60390498288565,1.11626740509027,2.5341913998,27.6940930459634,36.3504505068706,10.8437110312997,68.1340695920063,54.8962165211928,17.1339130375932,51.8346303053136,86.4407456013186,29.3086014432419,86.1454892517535,9.39398447826463,73.3568881618342,174.910802083055,23.3214402777407,55.5653337952767,67.891668496072,52.0622196799461,26.5420868872544,57.3080063138598,25.8014026491634,5.16409535897452,20.7072221337607,10.1499207705458,4.47836892582824,7.3370968230005,8.96291695299062,23.5058301855916,20.7298881968197,9.36198892739856,5.65891565940246,8.01079508938895,16.4834935920754,14.7182616927691,5.96778567439075,11.2666289563195,4.42913060032837,5.69459648613648,8.96727415488886,6.23656709624371,18.7374008929668,12.7121667893061,6.78126230520835,10.2673534824299,6.08712529174168,13.2386343667746,19.2764149538747,10.643093285865,10.975955464411,8.75288908057433,4.79136061400104,126.362690984465,256.747226203309,42.3409192382298,108.003680906678,0,144.273217697962,25.0581084234479,0,0,135.591332944175,97.4541759410677,292.20630690785,2925.22483880644,82.7645475265583,11020
"24",28,22,0.451686362240536,-1.70176874280482,7.79191594752944,0.952595162581437,3.13859573415667,23.8672992965103,29.4165319221426,13.332819895759,58.6259026122562,44.1034642009908,14.2249555815026,49.0753038101122,83.1722852425782,29.5053187120112,74.7529754341611,9.10414318721538,81.6277811894497,191.909390624431,25.5879187499242,57.3395970930294,65.6630005396424,55.7503423094919,26.8306101462355,67.3166628085551,25.7701107252651,6.70696413560569,21.6104856382145,11.5956441474428,6.32187620482916,4.98085248382678,8.54718268047186,21.5733572440384,18.460355687621,12.6683236927127,5.25428394627031,7.92723240792428,13.9726284234406,9.96929310180988,8.84127372648733,13.7553380557205,3.64002760663883,4.68003549424992,7.30264534731764,6.56375929945924,12.8814540143068,11.1779814672519,8.7037706675117,10.4714355545415,14.2413245014773,16.0131414455366,18.2164353056785,11.9537217510442,11.6440493831095,7.83825988260265,5.44663617712091,127.005893140875,213.573059685265,38.642092284623,122.221627652026,0,103.194559446107,30.3811252519541,0,0,122.304551892874,90.3694468787248,229.97631602705,1947.22735707277,84.1996611875937,28022
