20060110010	1
20060110020	1
20060110030	1
20060110050	1
20060110060	1
20060110090	1
20060110100	2
20060110110	1
20060110120	1
20060110130	1
20060110140	1
20060110150	0
20060110160	1
20060110170	1
20060110180	1
20060110190	0
20060110220	1
20060110230	1
20060110240	0
20060110250	1
20060110260	1
20060110270	1
20060110280	1
20060110290	1
20060110300	1
20060110310	1
20060110320	1
20060110330	0
20060110340	0
20060110350	0
20060110360	1
20060110370	1
20060110380	1
20060110390	0
20060110400	1
20060110410	1
20060110420	1
20060110440	0
20060110450	0
20060120010	1
20060120020	1
20060120040	1
20060120050	1
20060120060	1
20060120070	1
20060120080	1
20060120090	0
20060120100	1
20060120110	2
20060120120	1
20060120140	1
20060120150	2
20060120160	0
20060120170	1
20060120180	1
20060120190	1
20060120200	2
20060120210	1
20060120220	1
20060120230	1
20060120240	1
20060120250	1
20060120260	0
20060120280	1
20060120290	1
20060120300	0
20060120310	0
20060120320	1
20060120330	1
20060120340	0
20060120350	1
20060120370	1
20060120380	1
20060120390	0
20060120391	0
20060120400	0
20060120430	1
20060120440	0
20060120450	1
20060120480	1
20060120490	1
20060120510	1
20060130010	1
20060130020	0
20060130030	1
20060130040	0
20060130050	1
20060130060	1
20060130070	1
20060130080	1
20060130090	1
20060130100	1
20060130110	1
20060130111	0
20060130120	0
20060130130	1
20060130150	1
20060130170	1
20060130180	2
20060130190	1
20060130200	0
20060130220	1
20060130230	1
20060130240	1
20060130250	1
20060130280	1
20060130290	0
20060130300	0
20060130320	0
20060130330	0
20060130340	0
20060130360	1
20060130370	1
20060130380	1
20060130400	1
20060130410	1
20060130420	0
20060130430	1
20060130440	1
20060130460	1
20060130470	1
20060130480	1
20060130490	1
20060140010	1
20060140020	1
20060140030	2
20060140040	1
20060140050	1
20060140060	0
20060140070	1
20060140080	1
20060140090	1
20060140100	1
20060140110	1
20060140120	1
20060140130	1
20060140140	0
20060140150	1
20060140160	1
20060140170	1
20060140180	1
20060140190	0
20060140200	1
20060140210	0
20060140220	1
20060140240	1
20060140270	1
20060140280	1
20060140290	1
20060140300	1
20060140310	1
20060140330	1
20060140340	1
20060140350	0
20060140360	1
20060140370	1
20060140380	0
20060140390	0
20060140400	1
20060140410	1
20060140420	1
20060140430	1
20060140440	1
20060140450	0
20060140460	0
20060140470	1
20060140480	0
20060140490	1
20060140500	0
20060140510	1
20060140520	1
20060140521	1
20060140530	0
20060150010	1
20060150020	1
20060150030	2
20060150040	1
20060150050	1
20060150060	1
20060150070	1
20060150080	1
20060150090	1
20060150100	1
20060150110	1
20060150120	1
20060150130	0
20060150140	1
20060150150	2
20060150170	1
20060150180	1
20060150190	1
20060150200	1
20060150210	0
20060150220	1
20060150230	1
20060150240	2
20060150250	1
20060150270	0
20060150280	1
20060150281	0
20060150282	0
20060150283	0
20060150290	1
20060150300	2
20060150310	1
20060150330	1
20060150340	1
20060150350	1
20060150360	0
20060150370	1
20060150380	1
20060150390	1
20060150400	1
20060150410	1
20060150420	0
20060150430	0
20060150431	0
20060150440	1
20060160010	1
20060160020	1
20060160040	1
20060160050	1
20060160060	0
20060160061	1
20060160070	1
20060160080	1
20060160090	1
20060160100	1
20060160120	0
20060160130	1
20060160140	1
20060160150	0
20060160160	1
20060160170	1
20060160180	1
20060160200	1
20060160210	1
20060160220	1
20060160230	1
20060160240	1
20060160260	1
20060160270	1
20060160280	1
20060160290	1
20060160300	0
20060160310	1
20060160320	1
20060160330	1
20060160340	2
20060160350	1
20060160360	1
20060160370	1
20060160380	2
20060160390	0
20060160400	1
20060160410	1
20060160420	0
20060160430	1
20060160440	2
20060160450	1
20060170010	1
20060170020	1
20060170030	1
20060170040	1
20060170050	1
20060170060	1
20060170070	1
20060170080	1
20060170090	1
20060170100	1
20060170110	1
20060170120	1
20060170130	1
20060170140	1
20060170160	0
20060170200	0
20060170230	1
20060170240	1
20060170250	1
20060170260	1
20060170270	1
20060170280	1
20060170300	1
20060170310	1
20060170320	0
20060170330	1
20060170340	1
20060170360	1
20060170370	1
20060170380	1
20060170400	1
20060170410	1
20060170420	0
20060170430	1
20060170440	1
20060180020	1
20060180030	1
20060180040	1
20060180050	1
20060180070	0
20060180080	0
20060180090	0
20060180100	1
20060180101	1
20060180120	0
20060180130	1
20060180140	1
20060180150	1
20060180160	1
20060180170	1
20060180180	1
20060180190	1
20060180200	1
20060180220	1
20060180230	1
20060180240	1
20060180250	1
20060180260	1
20060180270	1
20060180280	1
20060180290	1
20060180300	1
20060180320	1
20060180330	0
20060180340	1
20060180341	0
20060180350	1
20060180360	1
20060180370	1
20060180380	1
20060180390	1
20060180410	1
20060180420	1
20060180430	1
20060180440	1
20060180450	1
20060190020	1
20060190030	0
20060190040	1
20060190050	1
20060190060	1
20060190070	1
20060190090	1
20060190091	0
20060190100	1
20060190110	1
20060190130	1
20060190140	1
20060190150	1
20060190160	1
20060190170	1
20060190180	1
20060190190	2
20060190200	1
20060190210	1
20060190220	1
20060190230	1
20060190250	1
20060190260	1
20060190270	1
20060190280	1
20060190290	1
20060190300	0
20060190310	0
20060190320	1
20060190330	1
20060190340	1
20060190350	1
20060190360	1
20060190370	1
20060190380	1
20060190390	1
20060190410	0
20060190420	1
20060190430	1
20060190440	2
20060190441	0
20060190450	0
20060210010	0
20060210020	1
20060210030	1
20060210040	1
20060210050	1
20060210060	1
20060210070	1
20060210080	0
20060210090	1
20060210100	1
20060210110	1
20060210120	1
20060210130	1
20060210140	0
20060210150	1
20060210160	1
20060210170	1
20060210180	0
20060210190	1
20060210210	1
20060210220	1
20060210230	1
20060210240	1
20060210250	1
20060210260	2
20060210270	1
20060210280	2
20060210281	0
20060210282	0
20060210283	0
20060210290	1
20060210300	1
20060210310	1
20060210320	1
20060210330	1
20060210340	1
20060210350	1
20060210360	1
20060210370	1
20060210380	1
20060210390	1
20060210400	1
20060210410	1
20060210420	0
20060210430	0
20060210440	0
20060210450	1
20060210460	1
20060210480	0
20060210490	0
20060210500	1
20060210510	1
20060210520	0
20060210530	1
20060210540	0
20060210550	0
20060210560	1
20060210570	1
20060210580	1
20060210590	1
20060210600	1
20060210610	1
20060210620	0
20060210630	0
20060210640	0
20060210650	0
20060220020	1
20060220030	1
20060220040	1
20060220050	0
20060220060	0
20060220070	0
20060220080	1
20060220090	0
20060220100	1
20060220110	1
20060220120	1
20060220130	1
20060220140	0
20060220150	1
20060220160	1
20060220170	1
20060220180	1
20060220190	1
20060220200	0
20060220220	1
20060220230	1
20060220240	1
20060220250	0
20060220260	0
20060220270	1
20060220280	1
20060220290	1
20060220300	1
20060220310	1
20060220330	1
20060220340	1
20060220350	1
20060220360	1
20060220370	1
20060220380	1
20060220390	1
20060220400	1
20060220410	0
20060220420	0
20060220430	1
20060220440	1
20060220450	1
20060220460	0
20060220480	1
20060220490	0
20060220500	1
20060220520	1
20060220530	0
20060220540	0
20060220560	0
20060220570	1
20060220580	0
20060220590	1
20060220600	1
20060220610	1
20060220620	0
20060220630	1
20060220640	1
20060220650	1
20060220660	1
20060220670	1
20060220680	0
20060220690	1
20060220700	1
20060230010	1
20060230020	1
20060230030	1
20060230040	0
20060230050	1
20060230060	1
20060230070	0
20060230080	1
20060230090	1
20060230100	0
20060230110	1
20060230120	1
20060230130	2
20060230140	1
20060230150	1
20060230160	1
20060230170	1
20060230180	1
20060230190	1
20060230200	1
20060230210	1
20060230220	1
20060230230	1
20060230240	1
20060230250	1
20060230260	1
20060230270	1
20060230280	1
20060230290	1
20060230300	1
20060230310	1
20060230330	1
20060230340	1
20060230350	1
20060230360	1
20060230370	1
20060230380	1
20060230390	1
20060230410	1
20060230420	1
20060230430	1
20060230440	1
20060230450	0
20060230460	1
20060230470	1
20060230480	1
20060230490	1
20060230500	1
20060230520	1
20060230530	1
20060230540	0
20060230550	1
20060230570	1
20060230580	1
20060230590	1
20060230600	1
20060230610	1
20060230620	1
20060230630	0
20060230640	1
20060230650	1
20060230660	1
20060230670	1
20060230680	1
20060230690	1
20060230710	1
20060240010	1
20060240020	0
20060240030	1
20060240040	1
20060240070	1
20060240071	1
20060240090	1
20060240091	0
20060240092	0
20060240100	0
20060240110	1
20060240120	1
20060240130	1
20060240140	1
20060240150	1
20060240160	1
20060240170	0
20060240180	0
20060240190	0
20060240200	1
20060240220	0
20060240230	0
20060240240	1
20060240250	1
20060240260	1
20060240270	1
20060240280	1
20060240290	1
20060240300	1
20060240310	3
20060240320	1
20060240330	0
20060240340	1
20060240350	0
20060240360	0
20060240370	1
20060240380	1
20060240390	1
20060240400	0
20060240410	1
20060240420	1
20060240430	1
20060240440	1
20060240450	1
20060240460	1
20060240470	0
20060240480	1
20060240490	1
20060240500	1
20060240510	0
20060240520	0
20060240530	1
20060240540	0
20060240550	0
20060240560	1
20060240570	1
20060240580	1
20060240590	1
20060240600	1
20060240620	1
20060240630	0
20060240640	1
20060240650	1
20060250010	1
20060250020	1
20060250030	0
20060250040	1
20060250050	1
20060250070	0
20060250080	1
20060250090	1
20060250100	1
20060250110	1
20060250120	2
20060250130	0
20060250140	1
20060250150	0
20060250160	1
20060250170	1
20060250180	0
20060250190	1
20060250200	1
20060250210	1
20060250220	1
20060250230	1
20060250240	1
20060250250	1
20060250260	1
20060250270	1
20060250280	1
20060250300	1
20060250310	1
20060250320	1
20060250330	1
20060250340	1
20060250350	1
20060250370	0
20060250390	0
20060250400	1
20060250410	1
20060250420	1
20060250430	1
20060250440	1
20060250450	1
20060250460	1
20060250470	1
20060250480	1
20060250490	1
20060250500	1
20060250510	1
20060250520	1
20060250530	1
20060250540	1
20060250550	0
20060250560	1
20060250570	1
20060250590	1
20060250600	1
20060250610	0
20060250630	1
20060250650	1
20060250660	1
20060250670	1
20060250680	0
20060250690	1
20060250700	1
20060260010	1
20060260020	1
20060260030	1
20060260040	1
20060260050	1
20060260060	2
20060260070	1
20060260080	1
20060260090	1
20060260100	1
20060260110	1
20060260120	1
20060260130	1
20060260140	1
20060260150	0
20060260160	1
20060260170	1
20060260180	1
20060260190	1
20060260200	1
20060260210	1
20060260220	1
20060260230	1
20060260240	1
20060260250	1
20060260270	1
20060260280	1
20060260290	0
20060260300	1
20060260310	1
20060260320	1
20060260330	1
20060260340	1
20060260350	1
20060260360	0
20060260370	1
20060260380	1
20060260390	1
20060260400	1
20060260410	0
20060260420	1
20060260430	1
20060260440	0
20060260450	1
20060260460	1
20060260470	1
20060260480	0
20060260490	1
20060260500	1
20060260550	1
20060260560	1
20060260570	1
20060260580	1
20060260600	1
20060260610	1
20060260620	1
20060260630	1
20060260640	1
20060260650	1
20060270010	0
20060270020	1
20060270030	0
20060270040	1
20060270050	1
20060270060	0
20060270070	1
20060270080	0
20060270090	0
20060270110	0
20060270120	1
20060270130	0
20060270140	1
20060270160	1
20060270170	0
20060270180	1
20060270190	1
20060270200	0
20060270210	0
20060270220	1
20060270230	0
20060270240	1
20060270250	0
20060270260	0
20060270270	1
20060270280	1
20060270290	1
20060270300	1
20060270310	1
20060270320	1
20060270340	0
20060270350	1
20060270360	1
20060270370	1
20060270380	1
20060270390	1
20060270400	1
20060270410	1
20060270420	1
20060270430	1
20060270440	1
20060270450	1
20060270460	0
20060270470	0
20060270480	1
20060270490	0
20060270510	1
20060270540	1
20060270560	1
20060270570	1
20060270580	0
20060270590	0
20060270600	0
20060270610	1
20060270630	1
20060270640	1
20060270650	1
20060280010	0
20060280020	1
20060280030	1
20060280040	0
20060280050	1
20060280060	1
20060280070	1
20060280080	1
20060280090	1
20060280100	1
20060280110	1
20060280130	1
20060280140	1
20060280150	1
20060280160	0
20060280170	1
20060280180	1
20060280190	1
20060280200	1
20060280210	1
20060280220	1
20060280230	1
20060280240	1
20060280250	2
20060280260	1
20060280270	1
20060280280	1
20060280290	1
20060280300	1
20060280310	0
20060280320	1
20060280330	1
20060280340	1
20060280350	1
20060280360	1
20060280370	1
20060280380	0
20060280390	1
